user_id,name,age,gender,resident_num,subject,hire_date,profile,ai_type,nationality
1246,John Kim,45,F,267-83-8024,English Teacher,1998-06-19,"John is a English Teacher at Greenwood MS, with 27 years of total experience.","{""fte"": ""Full-time"", ""salary"": 112825, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 27}",South Africa
1247,David Smith,44,F,400-12-4048,English Teacher,1999-10-24,"David is a English Teacher at Lakeside School, with 26 years of total experience.","{""fte"": ""Part-time"", ""salary"": 54671, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 26}",Canada
1248,John Garcia,36,F,498-78-4221,Math Teacher,2022-07-08,"John is a Math Teacher at Greenwood MS, with 3 years of total experience.","{""fte"": ""Full-time"", ""salary"": 71214, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 3}",Canada
1249,Emily Kim,30,M,380-38-3254,English Teacher,2003-01-01,"Emily is a English Teacher at Greenwood MS, with 22 years of total experience.","{""fte"": ""Part-time"", ""salary"": 65115, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 22}",New Zealand
1250,Emily Lee,59,F,268-63-6842,Math Teacher,2013-01-19,"Emily is a Math Teacher at Highland HS, with 12 years of total experience.","{""fte"": ""Full-time"", ""salary"": 56783, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 12}",Australia
1251,John Lee,34,M,441-49-3330,Math Teacher,2003-01-26,"John is a Math Teacher at Lakeside School, with 22 years of total experience.","{""fte"": ""Part-time"", ""salary"": 71001, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 22}",Canada
1252,David Kim,60,M,778-99-8862,Science Teacher,1995-10-24,"David is a Science Teacher at Highland HS, with 30 years of total experience.","{""fte"": ""Part-time"", ""salary"": 117600, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 30}",USA
1253,Sarah Kim,51,M,362-46-6021,English Teacher,2016-02-12,"Sarah is a English Teacher at Lakeside School, with 9 years of total experience.","{""fte"": ""Full-time"", ""salary"": 108019, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 9}",UK
1254,Alex Garcia,51,F,966-65-2457,English Teacher,2008-10-27,"Alex is a English Teacher at Greenwood MS, with 17 years of total experience.","{""fte"": ""Full-time"", ""salary"": 46382, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 17}",Ireland
1255,David Garcia,47,F,908-36-5234,Science Teacher,2021-09-09,"David is a Science Teacher at Highland HS, with 4 years of total experience.","{""fte"": ""Full-time"", ""salary"": 81624, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 4}",Ireland
1256,Alex Kim,32,F,326-58-4185,English Teacher,2001-12-16,"Alex is a English Teacher at Highland HS, with 24 years of total experience.","{""fte"": ""Full-time"", ""salary"": 86359, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 24}",Philippines
1257,Sarah Smith,53,M,332-73-4323,Math Teacher,1995-01-11,"Sarah is a Math Teacher at Highland HS, with 30 years of total experience.","{""fte"": ""Part-time"", ""salary"": 72039, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 30}",Australia
1258,David Brown,53,F,619-43-5493,Math Teacher,2007-05-17,"David is a Math Teacher at Greenwood MS, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 41831, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 18}",Ireland
1259,Sarah Smith,36,F,768-87-2124,Math Teacher,2012-06-03,"Sarah is a Math Teacher at Highland HS, with 13 years of total experience.","{""fte"": ""Full-time"", ""salary"": 79983, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 13}",Philippines
1260,Alex Kim,35,M,668-41-3841,English Teacher,2009-07-01,"Alex is a English Teacher at Highland HS, with 16 years of total experience.","{""fte"": ""Full-time"", ""salary"": 47334, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 16}",UK
1261,David Smith,39,F,409-59-1329,Science Teacher,2012-09-19,"David is a Science Teacher at Highland HS, with 13 years of total experience.","{""fte"": ""Full-time"", ""salary"": 49883, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 13}",UK
1262,David Smith,36,M,479-21-9693,Science Teacher,2009-05-11,"David is a Science Teacher at Highland HS, with 16 years of total experience.","{""fte"": ""Full-time"", ""salary"": 40051, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 16}",Australia
1263,Emily Kim,46,F,658-21-7532,Math Teacher,2005-07-08,"Emily is a Math Teacher at Greenwood MS, with 20 years of total experience.","{""fte"": ""Part-time"", ""salary"": 89649, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 20}",Ireland
1264,Sarah Smith,55,M,549-21-6480,Math Teacher,2009-02-11,"Sarah is a Math Teacher at Highland HS, with 16 years of total experience.","{""fte"": ""Part-time"", ""salary"": 97797, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 16}",Singapore
1265,Alex Lee,33,F,820-19-3664,English Teacher,1995-08-18,"Alex is a English Teacher at Highland HS, with 30 years of total experience.","{""fte"": ""Full-time"", ""salary"": 49283, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 30}",UK
1266,John Lee,34,F,868-56-6163,Math Teacher,2005-11-25,"John is a Math Teacher at Greenwood MS, with 20 years of total experience.","{""fte"": ""Full-time"", ""salary"": 66193, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 20}",Philippines
1267,David Smith,59,F,636-42-2350,Math Teacher,2006-07-09,"David is a Math Teacher at Highland HS, with 19 years of total experience.","{""fte"": ""Full-time"", ""salary"": 94952, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 19}",USA
1268,Emily Lee,50,F,271-29-2829,English Teacher,2009-03-14,"Emily is a English Teacher at Greenwood MS, with 16 years of total experience.","{""fte"": ""Part-time"", ""salary"": 71124, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 16}",Singapore
1269,Alex Garcia,31,M,988-65-4950,Math Teacher,1997-06-10,"Alex is a Math Teacher at Highland HS, with 28 years of total experience.","{""fte"": ""Part-time"", ""salary"": 113003, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 28}",Philippines
1270,John Kim,49,M,678-79-7768,Math Teacher,2005-09-24,"John is a Math Teacher at Lakeside School, with 20 years of total experience.","{""fte"": ""Full-time"", ""salary"": 52203, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 20}",New Zealand
1271,Sarah Lee,49,M,483-56-1284,English Teacher,2013-02-06,"Sarah is a English Teacher at Lakeside School, with 12 years of total experience.","{""fte"": ""Full-time"", ""salary"": 94862, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 12}",UK
1272,John Brown,59,M,727-61-5573,English Teacher,2004-05-17,"John is a English Teacher at Highland HS, with 21 years of total experience.","{""fte"": ""Part-time"", ""salary"": 110084, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 21}",Philippines
1273,Alex Lee,55,M,962-48-1350,Science Teacher,2003-01-28,"Alex is a Science Teacher at Lakeside School, with 22 years of total experience.","{""fte"": ""Part-time"", ""salary"": 75882, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 22}",Philippines
1274,David Kim,57,F,702-46-3336,Science Teacher,2010-01-06,"David is a Science Teacher at Greenwood MS, with 15 years of total experience.","{""fte"": ""Part-time"", ""salary"": 82798, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 15}",Singapore
1275,Emily Lee,36,F,543-58-5396,Science Teacher,2021-10-18,"Emily is a Science Teacher at Highland HS, with 4 years of total experience.","{""fte"": ""Full-time"", ""salary"": 88631, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 4}",UK
1276,Sarah Garcia,48,F,526-13-2041,Math Teacher,2007-08-01,"Sarah is a Math Teacher at Lakeside School, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 55751, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 18}",Philippines
1277,Alex Brown,32,M,903-89-8142,English Teacher,2005-09-03,"Alex is a English Teacher at Greenwood MS, with 20 years of total experience.","{""fte"": ""Full-time"", ""salary"": 55731, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 20}",India
1278,Sarah Smith,45,M,647-78-3974,English Teacher,2020-10-13,"Sarah is a English Teacher at Greenwood MS, with 5 years of total experience.","{""fte"": ""Full-time"", ""salary"": 75898, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 5}",Canada
1279,David Kim,41,M,851-83-9319,Math Teacher,2010-06-23,"David is a Math Teacher at Highland HS, with 15 years of total experience.","{""fte"": ""Full-time"", ""salary"": 74957, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 15}",India
1280,Sarah Garcia,57,M,201-45-8090,Science Teacher,2017-08-18,"Sarah is a Science Teacher at Greenwood MS, with 8 years of total experience.","{""fte"": ""Part-time"", ""salary"": 89495, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 8}",South Africa
1281,David Garcia,33,F,914-39-1982,English Teacher,2010-07-28,"David is a English Teacher at Lakeside School, with 15 years of total experience.","{""fte"": ""Part-time"", ""salary"": 43467, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 15}",Ireland
1282,Sarah Kim,40,M,678-11-7914,Math Teacher,1996-01-07,"Sarah is a Math Teacher at Greenwood MS, with 29 years of total experience.","{""fte"": ""Part-time"", ""salary"": 48811, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 29}",India
1283,Emily Brown,45,F,472-37-3433,Science Teacher,2017-01-27,"Emily is a Science Teacher at Lakeside School, with 8 years of total experience.","{""fte"": ""Full-time"", ""salary"": 46988, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 8}",UK
1284,John Smith,31,F,333-84-5565,English Teacher,2012-05-22,"John is a English Teacher at Lakeside School, with 13 years of total experience.","{""fte"": ""Full-time"", ""salary"": 103258, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 13}",Ireland
1285,Alex Lee,31,F,784-82-6770,Math Teacher,2022-11-11,"Alex is a Math Teacher at Lakeside School, with 3 years of total experience.","{""fte"": ""Part-time"", ""salary"": 97687, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 3}",Ireland
1286,Sarah Garcia,53,F,568-46-1190,Science Teacher,1997-12-08,"Sarah is a Science Teacher at Greenwood MS, with 28 years of total experience.","{""fte"": ""Full-time"", ""salary"": 56243, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 28}",Ireland
1287,David Garcia,50,M,143-63-3813,Math Teacher,2007-03-03,"David is a Math Teacher at Highland HS, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 58183, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 18}",Canada
1288,David Kim,58,F,866-67-9580,Math Teacher,2014-10-16,"David is a Math Teacher at Highland HS, with 11 years of total experience.","{""fte"": ""Full-time"", ""salary"": 47660, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 11}",Singapore
1289,Alex Brown,56,F,351-17-8091,Science Teacher,2000-04-02,"Alex is a Science Teacher at Highland HS, with 25 years of total experience.","{""fte"": ""Part-time"", ""salary"": 114981, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 25}",UK
1290,Sarah Garcia,56,F,103-44-2181,Math Teacher,2014-05-09,"Sarah is a Math Teacher at Highland HS, with 11 years of total experience.","{""fte"": ""Part-time"", ""salary"": 83066, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 11}",New Zealand
1291,David Kim,39,F,488-31-8951,Math Teacher,2003-12-07,"David is a Math Teacher at Greenwood MS, with 22 years of total experience.","{""fte"": ""Part-time"", ""salary"": 105817, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 22}",South Africa
1292,Emily Lee,50,F,704-31-3449,Science Teacher,2020-09-23,"Emily is a Science Teacher at Greenwood MS, with 5 years of total experience.","{""fte"": ""Part-time"", ""salary"": 60908, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 5}",Canada
1293,Alex Brown,43,M,895-10-9531,Science Teacher,2002-01-13,"Alex is a Science Teacher at Highland HS, with 23 years of total experience.","{""fte"": ""Part-time"", ""salary"": 63522, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 23}",Philippines
1294,Emily Garcia,50,F,101-37-4964,English Teacher,2015-06-12,"Emily is a English Teacher at Lakeside School, with 10 years of total experience.","{""fte"": ""Part-time"", ""salary"": 50316, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 10}",Philippines
1295,Alex Brown,48,F,298-50-1215,Math Teacher,2011-06-16,"Alex is a Math Teacher at Lakeside School, with 14 years of total experience.","{""fte"": ""Full-time"", ""salary"": 91835, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 14}",South Africa
1296,John Kim,56,F,285-60-8801,Science Teacher,2019-01-04,"John is a Science Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Full-time"", ""salary"": 68464, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 6}",New Zealand
1297,David Garcia,52,F,684-68-9060,Math Teacher,2007-01-09,"David is a Math Teacher at Greenwood MS, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 90904, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 18}",Australia
1298,John Smith,34,F,379-12-7960,Math Teacher,2011-01-21,"John is a Math Teacher at Highland HS, with 14 years of total experience.","{""fte"": ""Full-time"", ""salary"": 66919, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 14}",USA
1299,Alex Kim,46,M,440-87-3649,English Teacher,1995-11-06,"Alex is a English Teacher at Highland HS, with 30 years of total experience.","{""fte"": ""Full-time"", ""salary"": 59038, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 30}",India
1300,David Garcia,42,F,749-98-2301,Math Teacher,2019-02-13,"David is a Math Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Full-time"", ""salary"": 100936, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 6}",Philippines
1301,John Kim,45,F,564-29-4886,Math Teacher,2001-05-09,"John is a Math Teacher at Lakeside School, with 24 years of total experience.","{""fte"": ""Full-time"", ""salary"": 118869, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 24}",Canada
1302,Alex Kim,53,F,182-26-6964,English Teacher,2013-03-14,"Alex is a English Teacher at Highland HS, with 12 years of total experience.","{""fte"": ""Full-time"", ""salary"": 50841, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 12}",Singapore
1303,Alex Garcia,55,M,449-27-3084,English Teacher,2018-11-19,"Alex is a English Teacher at Greenwood MS, with 7 years of total experience.","{""fte"": ""Full-time"", ""salary"": 101193, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 7}",USA
1304,Sarah Kim,60,F,966-52-3997,English Teacher,2009-09-17,"Sarah is a English Teacher at Greenwood MS, with 16 years of total experience.","{""fte"": ""Full-time"", ""salary"": 70395, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 16}",South Africa
1305,David Smith,50,F,573-67-9091,English Teacher,2019-07-25,"David is a English Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Full-time"", ""salary"": 97392, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 6}",New Zealand
1306,Sarah Kim,54,F,751-36-3000,English Teacher,2019-04-07,"Sarah is a English Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Part-time"", ""salary"": 53094, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 6}",South Africa
1307,Alex Brown,46,M,412-28-6637,Science Teacher,2008-03-23,"Alex is a Science Teacher at Highland HS, with 17 years of total experience.","{""fte"": ""Full-time"", ""salary"": 69186, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 17}",Australia
1308,John Garcia,35,F,222-31-5921,Science Teacher,1997-03-05,"John is a Science Teacher at Highland HS, with 28 years of total experience.","{""fte"": ""Part-time"", ""salary"": 119644, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 28}",Singapore
1309,David Brown,40,M,863-58-9203,English Teacher,2012-05-26,"David is a English Teacher at Greenwood MS, with 13 years of total experience.","{""fte"": ""Part-time"", ""salary"": 84853, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 13}",Singapore
1310,David Brown,47,M,132-35-5792,Science Teacher,2006-10-23,"David is a Science Teacher at Lakeside School, with 19 years of total experience.","{""fte"": ""Part-time"", ""salary"": 68251, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 19}",Australia
1311,Emily Brown,39,M,971-88-4420,Science Teacher,2002-04-04,"Emily is a Science Teacher at Greenwood MS, with 23 years of total experience.","{""fte"": ""Part-time"", ""salary"": 48276, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 23}",New Zealand
1312,Sarah Lee,42,M,509-22-1152,Science Teacher,1997-12-22,"Sarah is a Science Teacher at Greenwood MS, with 28 years of total experience.","{""fte"": ""Full-time"", ""salary"": 49950, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 28}",India
1313,Alex Lee,40,F,849-49-3237,Math Teacher,2015-04-16,"Alex is a Math Teacher at Lakeside School, with 10 years of total experience.","{""fte"": ""Part-time"", ""salary"": 88123, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 10}",UK
1314,Alex Smith,53,M,204-60-8203,Math Teacher,2023-06-12,"Alex is a Math Teacher at Greenwood MS, with 2 years of total experience.","{""fte"": ""Part-time"", ""salary"": 66380, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 2}",Australia
1315,Emily Kim,55,F,756-10-3156,English Teacher,1996-03-12,"Emily is a English Teacher at Highland HS, with 29 years of total experience.","{""fte"": ""Part-time"", ""salary"": 107379, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 29}",Australia
1316,Sarah Kim,43,F,202-31-8456,Science Teacher,1995-06-13,"Sarah is a Science Teacher at Highland HS, with 30 years of total experience.","{""fte"": ""Part-time"", ""salary"": 41837, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 30}",Ireland
1317,Sarah Brown,49,M,394-15-1823,English Teacher,1998-04-06,"Sarah is a English Teacher at Greenwood MS, with 27 years of total experience.","{""fte"": ""Full-time"", ""salary"": 61455, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 27}",New Zealand
1318,Sarah Kim,59,M,492-27-6027,Math Teacher,2020-12-23,"Sarah is a Math Teacher at Lakeside School, with 5 years of total experience.","{""fte"": ""Full-time"", ""salary"": 80226, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 5}",Philippines
1319,John Smith,47,F,443-98-7981,English Teacher,2009-04-22,"John is a English Teacher at Greenwood MS, with 16 years of total experience.","{""fte"": ""Part-time"", ""salary"": 44758, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 16}",Singapore
1320,David Smith,56,F,523-56-8728,English Teacher,2008-03-01,"David is a English Teacher at Greenwood MS, with 17 years of total experience.","{""fte"": ""Full-time"", ""salary"": 63521, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 17}",India
1321,Emily Brown,31,M,652-10-9040,Math Teacher,2020-04-02,"Emily is a Math Teacher at Lakeside School, with 5 years of total experience.","{""fte"": ""Full-time"", ""salary"": 119488, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 5}",UK
1322,Alex Smith,56,M,792-39-5582,Math Teacher,2000-06-25,"Alex is a Math Teacher at Highland HS, with 25 years of total experience.","{""fte"": ""Full-time"", ""salary"": 72963, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 25}",UK
1323,Sarah Garcia,39,F,359-67-9810,English Teacher,2015-12-06,"Sarah is a English Teacher at Highland HS, with 10 years of total experience.","{""fte"": ""Full-time"", ""salary"": 114533, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 10}",South Africa
1324,Emily Lee,41,F,704-23-4989,English Teacher,2004-02-13,"Emily is a English Teacher at Highland HS, with 21 years of total experience.","{""fte"": ""Full-time"", ""salary"": 59806, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 21}",India
1325,Sarah Brown,49,F,280-77-9369,English Teacher,2002-08-09,"Sarah is a English Teacher at Greenwood MS, with 23 years of total experience.","{""fte"": ""Full-time"", ""salary"": 96236, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 23}",New Zealand
1326,Emily Smith,48,M,623-35-2187,English Teacher,2021-03-27,"Emily is a English Teacher at Greenwood MS, with 4 years of total experience.","{""fte"": ""Part-time"", ""salary"": 96694, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 4}",USA
1327,John Garcia,48,M,367-75-6450,Science Teacher,2009-07-10,"John is a Science Teacher at Greenwood MS, with 16 years of total experience.","{""fte"": ""Full-time"", ""salary"": 66747, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 16}",USA
1328,Emily Smith,59,M,691-57-5085,English Teacher,2022-05-12,"Emily is a English Teacher at Lakeside School, with 3 years of total experience.","{""fte"": ""Part-time"", ""salary"": 60579, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 3}",Ireland
